customer_id,issue_date,age,gender,marital_status,dependents,education_level,employment_status,annual_income,credit_score,loan_amount,term_months,interest_rate_pct,loan_purpose,home_ownership,default_12m
2258,2024-01-16,24,Female,Widowed,0.0,Pflichtschule,Employed,55180.45,745,12045.39,72,3.41,Car,Mortgage,0
2259,2023-10-04,51,Female,Married,0.0,Lehre/AHS,Employed,24469.72,674,1000.0,48,6.71,Home improvement,Own,0
2260,2024-01-18,43,Female,Married,1.0,Lehre/AHS,Employed,37351.28,659,12229.23,60,6.12,Car,Mortgage,0
2261,2024-10-30,27,Female,Married,1.0,Lehre/AHS,Employed,38800.58,608,11411.57,24,11.9,Furniture/Appliances,Mortgage,0
2262,2024-05-24,28,Male,Married,1.0,Pflichtschule,Employed,36432.89,670,8531.03,72,8.47,Home improvement,Rent,0
2263,2025-02-20,46,Female,Married,0.0,Lehre/AHS,Employed,35356.55,608,2827.49,24,12.54,Other,Mortgage,0
2264,2024-01-26,20,Male,Married,0.0,Lehre/AHS,Student,2867.16,622,19555.99,72,11.1,Car,Rent,0
2265,2024-05-28,62,Female,Divorced,0.0,Lehre/AHS,Employed,35746.38,690,21123.44,36,7.64,Other,Own,0
2266,2024-06-17,25,Male,Single,0.0,Pflichtschule,Employed,129305.02,573,22643.26,60,15.0,Home improvement,Rent,0
2267,2024-05-17,33,Male,Single,0.0,Lehre/AHS,Self-employed,68671.79,756,9396.89,60,4.28,Home improvement,Rent,0
2268,2024-09-16,39,Male,Married,1.0,Lehre/AHS,Employed,104782.85,624,5544.61,36,11.37,Furniture/Appliances,Rent,0
2269,2023-07-10,40,Female,Single,0.0,Lehre/AHS,Employed,71916.74,685,4408.09,12,6.51,Education,Rent,0
2270,2024-03-21,41,Male,Married,0.0,Pflichtschule,Employed,41587.35,696,8628.15,60,6.72,Home improvement,Own,0
2271,2023-03-29,30,Female,Married,2.0,Lehre/AHS,Employed,43216.72,729,22718.97,60,4.37,Car,Own,0
2272,2023-11-22,86,Male,Divorced,0.0,Lehre/AHS,Retired,22564.82,620,8320.26,48,9.8,Other,Own,0
2273,2024-03-05,46,Female,Married,1.0,Universität/FH,Other,15625.85,535,14434.3,48,14.59,Car,Mortgage,0
2274,2024-07-08,19,Female,Married,2.0,Pflichtschule,Employed,30305.51,699,3318.66,48,6.77,Other,Rent,0
2275,2025-04-03,45,Male,Single,2.0,Lehre/AHS,Employed,44567.05,604,10602.07,36,8.96,Education,Rent,0
2276,2024-05-24,59,Male,Married,0.0,Pflichtschule,Employed,58989.75,714,10216.24,48,5.69,Furniture/Appliances,Mortgage,0
2277,2024-10-10,34,Female,Married,0.0,Lehre/AHS,Employed,47926.76,685,15719.55,36,5.46,Car,Rent,0
2278,2024-03-18,18,Female,Married,3.0,Lehre/AHS,Student,2799.4,470,23486.52,60,14.15,Home improvement,Mortgage,0
2279,2024-06-19,48,Female,Single,0.0,Universität/FH,Employed,41770.69,598,6933.28,48,9.97,Home improvement,Own,0
2280,2023-03-06,52,Male,Single,0.0,Pflichtschule,Employed,70301.42,678,14040.23,60,7.54,Home improvement,Rent,0
2281,2023-08-09,38,Male,Married,1.0,Lehre/AHS,Employed,47539.79,539,18767.18,60,13.05,Car,Mortgage,0
2282,2023-11-06,18,Female,Married,0.0,Lehre/AHS,Part-time,37209.16,583,16276.28,72,11.76,Home improvement,Rent,0
2283,2024-02-21,32,Male,Married,2.0,Lehre/AHS,Unemployed,4501.78,654,15289.49,60,6.16,Car,Rent,0
2284,2023-02-13,53,Male,Married,0.0,Lehre/AHS,Part-time,33821.93,665,20642.46,48,6.84,Car,Mortgage,0
2285,2023-04-24,28,Male,Single,,Pflichtschule,Employed,61710.99,712,11258.1,36,5.04,Car,Mortgage,0
2286,2023-09-08,40,Female,Married,1.0,Universität/FH,Employed,33682.65,685,5246.54,12,8.2,Education,Own,0
2287,2025-04-17,36,Female,Married,1.0,Pflichtschule,Employed,,589,12005.69,36,10.14,Furniture/Appliances,Rent,0
2288,2023-10-13,26,Male,Single,0.0,Lehre/AHS,Part-time,31321.39,605,15126.76,24,10.62,Other,Rent,0
2289,2024-02-29,75,Male,Married,1.0,Universität/FH,Retired,33478.96,735,10127.9,48,4.25,Home improvement,Own,0
2290,2023-06-01,65,Male,Married,0.0,Pflichtschule,Other,7831.3,753,2948.13,12,4.01,Education,Mortgage,0
2291,2024-05-31,55,Male,Married,0.0,Lehre/AHS,Retired,31154.43,620,1000.0,48,9.37,Home improvement,Mortgage,0
2292,2023-09-11,19,Male,Married,1.0,Universität/FH,Student,2336.66,642,9852.41,36,9.62,Furniture/Appliances,Rent,0
2293,2023-06-12,31,Female,Single,0.0,Universität/FH,Self-employed,81344.75,735,16948.73,72,5.6,Home improvement,Mortgage,0
2294,2024-03-25,40,Male,Divorced,0.0,Lehre/AHS,Part-time,12461.89,667,6771.35,12,6.69,Education,Mortgage,1
2295,2023-01-05,33,Male,Married,0.0,Lehre/AHS,Employed,122411.31,665,28453.01,60,6.23,Car,Own,0
2296,2023-01-10,86,Female,Married,0.0,Lehre/AHS,Retired,,642,20764.47,72,8.26,Car,Own,0
2297,2023-06-20,34,Female,Divorced,,Lehre/AHS,Employed,70355.97,797,21140.41,48,3.51,Car,Mortgage,0
2298,2023-02-06,44,Female,Married,1.0,Lehre/AHS,Employed,41631.9,676,13013.1,72,4.91,Car,Rent,0
2299,2023-03-30,43,Male,Married,0.0,Universität/FH,Employed,39056.09,694,26367.56,48,7.13,Home improvement,Own,0
2300,2023-10-18,48,Male,Married,1.0,Pflichtschule,Employed,57072.48,713,7508.13,48,4.84,Furniture/Appliances,Own,0
2301,2024-11-21,34,Female,Married,0.0,Pflichtschule,Employed,61146.65,650,5549.37,48,8.32,Furniture/Appliances,Own,0
2302,2024-05-03,43,Female,Married,1.0,Lehre/AHS,Employed,24770.03,657,21039.28,60,7.34,Car,Mortgage,0
2303,2024-03-21,30,Male,Single,0.0,Universität/FH,Unemployed,12225.81,634,14000.93,24,9.21,Furniture/Appliances,Mortgage,0
2304,2023-09-19,59,Female,Single,0.0,Lehre/AHS,Retired,21303.43,633,30676.0,60,9.3,Car,Rent,0
2305,2025-03-21,19,Female,Married,0.0,Universität/FH,Student,3201.46,643,15148.0,72,10.27,Car,Rent,0
2306,2023-12-01,76,Male,Single,0.0,Universität/FH,Retired,26166.88,645,11526.11,48,9.7,Furniture/Appliances,Own,0
2307,2023-03-16,58,Female,Single,1.0,Universität/FH,Retired,17595.15,599,9007.19,24,10.09,Furniture/Appliances,Rent,0
2308,2024-06-05,33,Female,Married,0.0,Universität/FH,Other,10110.78,671,10962.78,24,7.43,Furniture/Appliances,Mortgage,0
2309,2023-04-04,50,Male,Single,3.0,Universität/FH,Employed,,667,21383.58,48,6.22,Car,Mortgage,0
2310,2023-10-23,20,Female,Single,0.0,Universität/FH,Student,3313.55,614,13074.42,48,8.81,Other,Rent,0
2311,2024-03-19,66,Female,Married,0.0,Lehre/AHS,Retired,25772.08,601,16606.53,24,11.8,Other,Rent,1
2312,2025-02-05,41,Female,Married,1.0,Pflichtschule,Self-employed,53521.33,746,2755.81,72,4.51,Home improvement,Mortgage,0
2313,2024-03-08,30,Male,Married,0.0,Pflichtschule,Self-employed,89013.91,712,11801.87,36,4.71,Other,Mortgage,0
2314,2024-09-13,45,Male,Married,1.0,Pflichtschule,Self-employed,117403.29,723,14152.44,48,5.01,Car,Rent,0
2315,2025-05-01,21,Female,Married,3.0,Pflichtschule,Employed,22116.74,647,11754.8,60,12.54,Home improvement,Rent,0
2316,2023-04-18,71,Male,Married,0.0,Pflichtschule,Retired,7156.48,592,10004.86,48,11.57,Other,Own,0
2317,2023-09-07,24,Male,Married,0.0,Universität/FH,Employed,94899.05,679,7945.18,48,7.64,Home improvement,Rent,0
2318,2023-11-30,52,Male,Married,0.0,Lehre/AHS,Employed,32530.1,641,10930.29,48,10.29,Home improvement,Own,0
2319,2024-01-08,44,Male,Divorced,1.0,Lehre/AHS,Employed,35564.47,618,75001.0,48,15.0,Car,Mortgage,0
2320,2023-12-22,76,Female,Married,0.0,Lehre/AHS,Retired,19478.51,691,17033.6,60,5.9,Car,Mortgage,0
2321,2025-03-05,27,Male,Married,1.0,Lehre/AHS,Part-time,13420.67,729,22559.26,60,3.85,Car,Mortgage,0
2322,2024-09-23,42,Female,Single,3.0,Pflichtschule,Employed,37319.87,747,21058.17,60,5.57,Home improvement,Rent,0
2323,2024-05-29,37,Male,Married,0.0,Universität/FH,Self-employed,28591.52,701,16153.11,48,3.83,Car,Mortgage,0
2324,2023-09-29,48,Female,Single,0.0,Lehre/AHS,Employed,39307.36,667,26638.96,48,7.84,Car,Mortgage,0
2325,2024-12-13,20,Male,Married,0.0,Lehre/AHS,Part-time,29087.88,635,19041.69,60,9.25,Home improvement,Rent,0
2326,2025-04-08,33,Female,Married,1.0,Lehre/AHS,Employed,,617,12300.17,36,11.18,Furniture/Appliances,Mortgage,0
2327,2024-12-10,31,Female,Married,1.0,Lehre/AHS,Employed,37157.46,665,2687.67,36,7.79,Furniture/Appliances,Mortgage,0
2328,2023-01-03,49,Male,Single,0.0,Universität/FH,Employed,56930.47,734,11556.25,36,5.57,Other,Own,0
2329,2024-06-20,26,Female,Married,0.0,Pflichtschule,Self-employed,77486.02,795,19278.49,48,4.44,Home improvement,Rent,0
2330,2023-02-16,40,Male,Single,2.0,Universität/FH,Employed,91155.76,653,2970.33,60,7.71,Home improvement,Mortgage,0
2331,2023-08-16,32,Female,Married,1.0,Pflichtschule,Self-employed,36321.12,579,15242.74,36,12.56,Furniture/Appliances,Mortgage,1
2332,2023-02-23,59,Female,Married,0.0,Lehre/AHS,Retired,33475.11,648,16817.19,48,10.43,Car,Mortgage,1
2333,2024-05-27,80,Female,Single,0.0,Universität/FH,Retired,27192.83,736,9631.58,24,5.68,Furniture/Appliances,Own,0
2334,2024-09-04,40,Female,Divorced,1.0,Universität/FH,Unemployed,5220.95,751,21487.21,48,4.84,Home improvement,Mortgage,0
2335,2023-04-05,41,Male,Single,3.0,Lehre/AHS,Self-employed,23694.63,711,15708.28,48,5.06,Home improvement,Mortgage,0
2336,2023-11-22,30,Male,Widowed,3.0,Pflichtschule,Other,16118.57,720,26929.14,60,4.87,Car,Rent,0
2337,2024-02-07,18,Male,Single,1.0,Lehre/AHS,Student,5218.58,589,29976.07,48,11.23,Car,Rent,0
2338,2023-11-10,30,Female,Single,0.0,Pflichtschule,Self-employed,30652.13,632,7232.72,60,9.63,Home improvement,Own,0
2339,2023-04-11,51,Female,Single,2.0,Lehre/AHS,Employed,21993.71,588,20580.73,72,8.23,Car,Mortgage,0
2340,2024-01-04,39,Male,Single,1.0,Lehre/AHS,Employed,48010.64,639,14578.38,24,10.52,Other,Mortgage,0
2341,2024-10-16,67,Female,Married,0.0,Lehre/AHS,Retired,8261.65,713,1834.81,36,6.13,Other,Own,0
2342,2023-03-06,37,Male,Married,0.0,Lehre/AHS,Part-time,17054.1,736,11192.82,36,5.31,Furniture/Appliances,Rent,0
2343,2023-03-10,53,Male,Married,0.0,Lehre/AHS,Employed,42354.4,686,18532.68,48,7.05,Other,Rent,0
2344,2023-10-30,40,Female,Single,0.0,Universität/FH,Employed,44946.16,658,8567.77,36,7.47,Education,Mortgage,0
2345,2025-03-28,38,Male,Married,0.0,Lehre/AHS,Part-time,39175.43,620,22192.22,60,10.04,Car,Mortgage,0
2346,2024-08-07,32,Female,Married,0.0,Lehre/AHS,Employed,,684,12618.38,36,8.84,Furniture/Appliances,Mortgage,0
2347,2024-08-27,44,Male,Married,0.0,Lehre/AHS,Employed,34424.5,671,21787.26,72,5.83,Car,Rent,0
2348,2023-11-06,40,Female,Married,1.0,Lehre/AHS,Employed,37449.07,602,4041.15,48,10.93,Furniture/Appliances,Mortgage,0
2349,2024-05-17,47,Male,Married,0.0,Lehre/AHS,Part-time,26814.3,722,17390.53,60,4.48,Car,Mortgage,0
2350,2023-01-11,86,Male,Single,0.0,Lehre/AHS,Retired,23959.57,640,8721.88,24,11.43,Other,Own,0
2351,2024-06-20,30,Female,Married,0.0,Lehre/AHS,Employed,38815.82,708,14552.35,60,5.43,Home improvement,Mortgage,0
2352,2025-03-10,23,Female,Married,2.0,Lehre/AHS,Student,344.44,640,19528.85,60,10.99,Car,Rent,0
2353,2024-06-03,45,Male,Married,2.0,Lehre/AHS,Part-time,16400.16,666,8308.75,24,7.61,Other,Mortgage,0
2354,2025-02-05,39,Male,Single,2.0,Lehre/AHS,Employed,45173.16,635,11094.22,48,10.35,Other,Mortgage,0
2355,2024-09-30,29,Female,Single,0.0,Pflichtschule,Employed,14446.5,631,17521.18,24,8.82,Other,Rent,0
2356,2023-04-07,48,Male,Married,0.0,Lehre/AHS,Employed,,717,6428.23,24,6.1,Education,Mortgage,0
2357,2025-02-28,81,Female,Single,0.0,Lehre/AHS,Retired,12289.3,662,9886.15,48,8.02,Furniture/Appliances,Mortgage,0
2358,2023-03-01,70,Female,Single,0.0,Pflichtschule,Retired,25934.84,640,1000.0,60,10.69,Home improvement,Mortgage,0
2359,2024-04-08,33,Male,Married,3.0,Pflichtschule,Employed,64145.42,696,20629.89,60,7.39,Car,Mortgage,0
2360,2023-04-25,65,Male,Married,0.0,Lehre/AHS,Retired,21685.16,692,25434.17,48,7.08,Car,Own,0
2361,2023-01-12,51,Female,Married,0.0,Lehre/AHS,Unemployed,10767.96,727,26234.25,60,4.28,Car,Own,0
2362,2024-01-08,42,Male,Single,0.0,Pflichtschule,Employed,67467.85,745,23015.72,60,5.13,Home improvement,Own,0
2363,2023-09-20,44,Female,Divorced,2.0,Pflichtschule,Employed,,668,17123.88,60,6.31,Home improvement,Rent,0
2364,2024-03-04,63,Male,Single,0.0,Pflichtschule,Employed,44876.59,668,22069.68,60,7.78,Car,Own,0
2365,2024-05-07,44,Female,Married,1.0,Universität/FH,Employed,62621.75,674,16636.39,36,7.54,Car,Mortgage,0
2366,2023-02-10,39,Male,Widowed,1.0,Lehre/AHS,Employed,56415.11,665,10535.06,36,8.24,Furniture/Appliances,Mortgage,0
2367,2023-04-12,39,Female,Married,,Lehre/AHS,Employed,61480.82,725,16663.03,36,3.58,Car,Rent,0
2368,2024-04-24,45,Male,Widowed,0.0,Universität/FH,Employed,22542.25,700,23404.47,48,4.5,Car,Mortgage,0
2369,2023-10-20,27,Male,Married,2.0,Lehre/AHS,Employed,53839.21,757,15290.59,72,3.35,Home improvement,Rent,0
2370,2024-10-02,82,Female,Single,0.0,Lehre/AHS,Retired,10932.84,649,20074.71,36,11.03,Car,Own,0
2371,2024-07-08,53,Male,Single,0.0,Lehre/AHS,Employed,51547.63,673,15006.21,36,6.92,Other,Mortgage,0
2372,2025-01-09,54,Male,Single,2.0,Lehre/AHS,Employed,66777.7,661,9683.62,48,6.58,Furniture/Appliances,Mortgage,0
2373,2024-09-09,23,Male,Single,0.0,Pflichtschule,Retired,40130.45,554,16978.18,60,15.0,Home improvement,Mortgage,0
2374,2024-01-15,47,Male,Married,2.0,Lehre/AHS,Employed,37456.26,602,17511.37,48,8.93,Car,Mortgage,0
2375,2024-08-14,35,Female,Single,1.0,Pflichtschule,Unemployed,6975.83,645,26216.19,48,10.5,Home improvement,Mortgage,0
2376,2023-09-07,19,Female,Married,1.0,Lehre/AHS,Employed,41249.73,665,8998.89,24,6.94,Furniture/Appliances,Rent,0
2377,2023-09-28,36,Male,Single,0.0,Pflichtschule,Employed,36982.55,693,13736.94,36,6.68,Other,Mortgage,0
2378,2024-11-12,44,Female,Married,0.0,Lehre/AHS,Employed,60074.0,645,15566.63,72,11.4,Home improvement,Mortgage,0
2379,2024-01-30,44,Female,Widowed,2.0,Universität/FH,Employed,41618.64,645,5918.8,36,8.95,Furniture/Appliances,Rent,0
2380,2024-11-19,21,Female,Single,1.0,Lehre/AHS,Employed,44512.33,639,21774.73,60,11.52,Car,Rent,0
2381,2024-12-11,45,Male,Married,1.0,Universität/FH,Part-time,,643,6212.7,36,9.65,Furniture/Appliances,Mortgage,0
2382,2025-01-21,34,Female,Married,1.0,Lehre/AHS,Employed,,701,22188.89,60,4.45,Car,Rent,0
2383,2025-03-11,70,Female,Single,0.0,Lehre/AHS,Retired,15967.44,617,3673.49,72,9.37,Car,Own,0
2384,2024-01-16,38,Male,Married,3.0,Lehre/AHS,Employed,50880.26,634,12194.3,48,11.4,Home improvement,Rent,0
2385,2023-10-05,51,Male,Single,0.0,Universität/FH,Part-time,18465.65,626,19928.26,48,9.52,Car,Mortgage,0
2386,2024-05-10,34,Male,Married,0.0,Pflichtschule,Employed,54018.44,615,5136.71,24,10.1,Furniture/Appliances,Rent,0
2387,2023-11-13,25,Female,Married,1.0,Lehre/AHS,Other,22343.65,556,11818.91,36,14.48,Other,Rent,0
2388,2024-05-24,69,Male,Married,0.0,Lehre/AHS,Retired,16584.38,596,12044.43,60,9.99,Home improvement,Own,0
2389,2024-09-17,29,Female,Married,2.0,Lehre/AHS,Other,7680.23,635,19970.45,60,10.89,Car,Rent,1
2390,2024-09-05,45,Male,Single,0.0,Lehre/AHS,Employed,52919.38,732,17242.37,48,4.45,Car,Rent,0
2391,2023-11-15,53,Female,Married,0.0,Lehre/AHS,Part-time,15686.71,696,21803.38,60,7.96,Home improvement,Mortgage,0
2392,2023-05-11,19,Female,Divorced,0.0,Universität/FH,Unemployed,8360.87,708,18821.8,48,5.28,Home improvement,Rent,0
2393,2024-01-16,64,Female,Divorced,0.0,Universität/FH,Retired,23506.99,679,17085.34,48,7.37,Home improvement,Mortgage,0
2394,2023-04-25,43,Female,Married,0.0,Universität/FH,Part-time,9047.24,666,8185.97,24,8.01,Furniture/Appliances,Mortgage,0
2395,2025-02-19,26,Female,Married,1.0,Lehre/AHS,Self-employed,62641.75,683,15591.9,36,7.95,Furniture/Appliances,Rent,0
2396,2023-10-23,25,Male,Widowed,1.0,Lehre/AHS,Employed,34541.04,657,19212.95,48,8.32,Car,Rent,0
2397,2023-05-03,28,Female,Married,2.0,Pflichtschule,Self-employed,40858.45,784,5909.34,24,4.54,Furniture/Appliances,Rent,0
2398,2023-01-25,64,Male,Married,0.0,Universität/FH,Employed,,703,4134.7,48,6.04,Other,Rent,0
2399,2024-06-27,52,Female,Single,3.0,Lehre/AHS,Employed,35159.55,690,24526.78,60,7.46,Car,Rent,0
2400,2024-06-20,33,Male,Widowed,1.0,Lehre/AHS,Employed,94105.59,633,26418.53,60,10.21,Home improvement,Own,0
2401,2023-10-19,18,Female,Married,0.0,Universität/FH,Unemployed,9075.25,650,5455.83,48,8.3,Furniture/Appliances,Rent,0
2402,2023-03-06,54,Female,Married,0.0,Lehre/AHS,Part-time,30624.78,704,7145.31,48,6.3,Furniture/Appliances,Rent,0
2403,2023-12-20,43,Male,Single,0.0,Lehre/AHS,Employed,54836.81,740,12483.99,48,6.3,Home improvement,Mortgage,0
2404,2023-10-02,40,Male,Married,0.0,Pflichtschule,Employed,64620.84,712,9379.52,36,5.76,Other,Own,0
2405,2024-08-23,36,Female,Married,0.0,Lehre/AHS,Employed,49361.15,663,2625.6,72,7.22,Home improvement,Own,0
2406,2024-05-28,32,Male,Married,0.0,Universität/FH,Other,21999.0,637,20647.08,48,12.36,Home improvement,Mortgage,0
2407,2023-11-07,50,Male,Single,0.0,Lehre/AHS,Employed,76633.68,689,11570.73,24,8.29,Furniture/Appliances,Rent,0
2408,2023-06-20,66,Male,Married,0.0,Lehre/AHS,Retired,,698,1000.0,36,6.6,Other,Rent,0
2409,2025-04-29,29,Female,Single,,Pflichtschule,Employed,,753,18789.68,36,4.61,Other,Rent,0
2410,2024-02-06,45,Female,Married,1.0,Lehre/AHS,Part-time,31316.55,731,18087.69,24,5.36,Other,Rent,0
2411,2024-09-05,37,Female,Single,0.0,Lehre/AHS,Other,9957.63,688,4650.75,48,5.34,Car,Mortgage,0
2412,2023-04-24,36,Female,Single,0.0,Pflichtschule,Employed,40096.49,764,9133.41,48,3.28,Car,Own,0
2413,2024-03-04,32,Male,Single,1.0,Lehre/AHS,Employed,59770.32,556,14069.49,72,14.06,Home improvement,Rent,0
2414,2023-01-27,61,Female,Single,0.0,Lehre/AHS,Retired,21678.94,653,26580.2,60,7.88,Car,Mortgage,0
2415,2024-03-18,37,Male,Single,2.0,Lehre/AHS,Other,25056.2,660,8869.31,48,7.63,Furniture/Appliances,Own,0
2416,2025-04-14,44,Male,Divorced,0.0,Pflichtschule,Employed,68750.77,656,20106.92,48,7.82,Car,Mortgage,0
2417,2023-11-22,26,Male,Married,3.0,Lehre/AHS,Employed,32319.69,626,19015.63,60,11.87,Home improvement,Mortgage,0
2418,2023-02-07,27,Female,Married,1.0,Lehre/AHS,Part-time,35600.69,597,5575.72,36,9.89,Furniture/Appliances,Mortgage,0
2419,2023-01-31,25,Female,Married,1.0,Lehre/AHS,Employed,35844.68,660,23941.52,48,8.72,Home improvement,Rent,0
2420,2023-11-24,46,Male,Married,1.0,Universität/FH,Employed,42223.02,715,19481.92,36,4.44,Car,Mortgage,0
2421,2023-05-08,30,Female,Divorced,0.0,Pflichtschule,Employed,34583.9,711,1834.86,24,4.17,Other,Mortgage,0
2422,2023-01-24,52,Male,Single,2.0,Lehre/AHS,Employed,69029.5,643,4409.04,12,9.37,Education,Mortgage,0
2423,2024-10-18,38,Male,Single,0.0,Lehre/AHS,Employed,47373.28,676,9107.03,36,7.24,Furniture/Appliances,Rent,0
2424,2024-02-09,38,Male,Widowed,0.0,Lehre/AHS,Other,15508.69,721,7130.96,48,4.92,Furniture/Appliances,Mortgage,0
2425,2023-09-15,42,Female,Married,0.0,Lehre/AHS,Employed,36770.49,595,12247.15,48,10.64,Home improvement,Mortgage,0
2426,2025-02-27,41,Female,Single,0.0,Pflichtschule,Self-employed,,644,16420.53,60,9.48,Home improvement,Mortgage,0
2427,2023-04-05,32,Male,Single,0.0,Lehre/AHS,Self-employed,,684,21793.12,60,5.25,Car,Mortgage,0
2428,2025-04-08,33,Female,Single,0.0,Lehre/AHS,Employed,27638.98,670,3848.09,24,7.8,Other,Rent,0
2429,2023-10-03,52,Male,Widowed,0.0,Lehre/AHS,Self-employed,,713,23564.44,72,5.4,Home improvement,Own,0
2430,2025-02-18,52,Female,Single,0.0,Pflichtschule,Employed,53814.82,610,7606.63,48,10.92,Furniture/Appliances,Rent,0
2431,2024-05-27,27,Female,Divorced,1.0,Lehre/AHS,Employed,51776.57,639,22098.43,36,9.43,Car,Rent,0
2432,2024-12-17,44,Male,Widowed,1.0,Lehre/AHS,Employed,80752.98,718,6194.76,36,4.79,Education,Mortgage,0
2433,2025-04-25,28,Female,Married,0.0,Pflichtschule,Employed,61250.54,602,17949.42,60,10.57,Car,Rent,0
2434,2023-09-15,31,Female,Single,0.0,Lehre/AHS,Employed,35448.2,717,10734.93,24,5.81,Furniture/Appliances,Rent,0
2435,2025-04-10,19,Male,Single,0.0,Pflichtschule,Employed,52363.36,692,10405.85,48,7.17,Other,Rent,0
2436,2023-11-27,58,Female,Married,2.0,Lehre/AHS,Employed,42169.05,710,8219.95,36,5.07,Furniture/Appliances,Own,0
2437,2023-11-23,34,Male,Married,1.0,Universität/FH,Employed,24499.77,627,1000.0,48,8.09,Furniture/Appliances,Rent,0
2438,2023-10-19,32,Male,Married,3.0,Lehre/AHS,Other,11593.98,674,20739.66,60,7.77,Home improvement,Rent,0
2439,2024-04-12,34,Male,Married,0.0,Lehre/AHS,Unemployed,9593.12,586,13806.26,60,11.34,Home improvement,Rent,0
2440,2023-05-03,28,Male,Divorced,2.0,Universität/FH,Employed,48960.72,647,23774.66,60,8.58,Car,Rent,0
2441,2024-04-19,49,Female,Married,1.0,Lehre/AHS,Employed,51029.04,693,28224.81,60,7.25,Car,Mortgage,0
2442,2024-04-12,18,Female,Married,0.0,Lehre/AHS,Employed,50166.92,628,10470.1,48,10.1,Furniture/Appliances,Rent,0
2443,2024-10-22,26,Female,Divorced,0.0,Universität/FH,Employed,22950.48,662,10270.76,48,8.06,Other,Rent,0
2444,2024-12-30,50,Male,Single,0.0,Lehre/AHS,Self-employed,68932.75,636,12995.01,60,10.17,Home improvement,Own,0
2445,2024-01-24,33,Male,Single,2.0,Lehre/AHS,Unemployed,10641.12,656,15577.17,48,7.1,Furniture/Appliances,Rent,0
2446,2023-09-26,54,Male,Single,0.0,Lehre/AHS,Employed,64696.87,781,9450.16,48,3.7,Furniture/Appliances,Mortgage,0
2447,2023-08-21,42,Female,Single,0.0,Universität/FH,Employed,61959.7,622,11048.15,48,11.79,Other,Own,0
2448,2023-05-31,34,Female,Married,1.0,Lehre/AHS,Employed,40571.76,674,5634.12,12,6.55,Education,Mortgage,0
2449,2023-02-22,52,Female,Single,3.0,Pflichtschule,Employed,65959.25,612,5310.33,36,9.41,Furniture/Appliances,Own,0
2450,2023-10-20,29,Male,Married,1.0,Lehre/AHS,Self-employed,29616.54,619,10246.57,48,8.22,Car,Rent,0
2451,2023-09-04,39,Female,Widowed,0.0,Pflichtschule,Employed,30632.85,709,25648.23,60,5.97,Home improvement,Mortgage,0
2452,2025-04-15,43,Female,Single,0.0,Lehre/AHS,Part-time,25316.16,653,16103.08,72,6.72,Car,Mortgage,0
2453,2024-04-23,31,Male,Married,0.0,Universität/FH,Employed,45716.69,713,9048.42,24,5.15,Other,Mortgage,0
2454,2023-10-24,48,Female,Single,1.0,Lehre/AHS,Employed,46742.44,684,14257.59,60,8.47,Home improvement,Rent,0
2455,2024-05-10,60,Male,Single,0.0,Pflichtschule,Employed,104488.38,688,25031.76,48,7.38,Home improvement,Rent,0
2456,2023-04-21,72,Male,Married,0.0,Lehre/AHS,Employed,59695.43,662,6168.54,48,7.02,Other,Own,0
2457,2024-01-29,47,Male,Widowed,0.0,Lehre/AHS,Part-time,28311.07,708,11286.74,24,5.37,Other,Mortgage,0
2458,2024-06-12,36,Male,Married,2.0,Lehre/AHS,Self-employed,29977.32,687,7024.33,24,6.6,Education,Own,0
2459,2024-03-05,32,Male,Single,0.0,Lehre/AHS,Part-time,13175.95,571,13077.74,48,13.56,Car,Mortgage,0
2460,2023-12-11,35,Male,Married,3.0,Universität/FH,Employed,50710.9,647,12607.68,36,8.68,Car,Mortgage,0
2461,2025-05-02,36,Male,Single,0.0,Lehre/AHS,Part-time,,537,16424.9,48,12.51,Car,Rent,0
2462,2025-02-11,39,Female,Single,1.0,Pflichtschule,Employed,,601,8731.01,48,10.55,Furniture/Appliances,Mortgage,0
2463,2024-06-11,72,Female,Married,1.0,Lehre/AHS,Unemployed,9279.47,650,15815.43,48,8.09,Home improvement,Mortgage,0
2464,2024-05-02,37,Female,Single,0.0,Lehre/AHS,Employed,70270.72,634,19404.59,72,9.99,Car,Mortgage,0
2465,2024-06-07,37,Male,Married,3.0,Lehre/AHS,Employed,84950.0,655,9957.16,24,7.81,Furniture/Appliances,Rent,0
2466,2023-06-06,45,Male,Married,0.0,Lehre/AHS,Self-employed,65317.69,764,15716.02,48,3.26,Car,Mortgage,0
2467,2023-11-30,56,Male,Married,1.0,Pflichtschule,Retired,27452.66,721,13806.19,60,4.23,Home improvement,Mortgage,0
2468,2023-02-07,53,Male,Single,3.0,Lehre/AHS,Employed,,634,7659.37,36,10.96,Furniture/Appliances,Rent,0
2469,2024-02-23,55,Female,Widowed,0.0,Lehre/AHS,Employed,34209.83,701,5510.64,36,4.81,Furniture/Appliances,Mortgage,0
2470,2024-04-12,26,Female,Married,1.0,Lehre/AHS,Employed,38660.43,730,21508.47,24,4.44,Other,Rent,0
2471,2023-06-27,59,Female,Married,0.0,Universität/FH,Employed,31650.85,695,1000.0,60,7.37,Home improvement,Rent,0
2472,2025-04-14,18,Female,Single,0.0,Universität/FH,Employed,46527.33,666,26203.4,36,6.7,Car,Own,0
